ID,MP Name,Nature of membership,Start of Term,End of Term,Number of terms,Constituency,State,Political party,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Notes,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills average,State Questions,State's Attendance average,,House
2331,Sanjay Seth (RS),Elected,"Monday, September 16, 2019",In office,Second Term,Uttar Pradesh,,Bharatiya Janata Party,Male,Graduate,Bachelor of Commerce from University of Lucknow,58,28,1,378,83%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),55.2,0.9,188,79,67.4,0.2,179,82%,,Rajya Sabha
531837,Sanjay Singh,Elected,"Sunday, January 28, 2018",In office,First Term,Delhi,,Aam Aadmi Party,Male,Information not available,Information not available,46,122,2,203,92%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),30.6,0.5,99,79,79.7,0.7,134,93%,,Rajya Sabha
2332,Sanjay Sinh,Elected,"Thursday, April 10, 2014","Tuesday, July 30, 2019",Second Term,Assam,,Indian National Congress,Male,Doctorate,"M.A. (Hindi), Ph.D.; Educated at R.R.P.G. College, Amethi District,; Sultanpur, Uttar Pradesh",68,55,3,442,86%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),79.7,1.3,291,79,62.5,1.3,273,84%,,Rajya Sabha
2333,Sanjiv Kumar,Elected,"Friday, May 4, 2012","Thursday, May 3, 2018",First Term,Jharkhand,,Jharkhand Mukti Morcha,Male,Professional Graduate,"B.Sc., LL.B. Educated at Ranchi College, Ranchi and Delhi University, Delhi",61,68,0,219,90%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),77.3,1.3,338,79,34,0.2,469,78%,,Rajya Sabha
591492,Santanu Sen,Elected,"Tuesday, April 3, 2018",In office,First Term,West Bengal,,All India Trinamool Congress,Male,Information not available,Information not available,46,48,0,119,69%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),29.1,0.4,78,79,42.3,0.5,81,72%,,Rajya Sabha
591490,Santhosh Kumar Joginipally,Elected,"Tuesday, April 3, 2018",In office,First Term,Telangana,,Telangana Rashtra Samithi,Male,Information not available,Information not available,43,2,0,1,30%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),29.1,0.4,78,79,15.1,0.6,111,72%,,Rajya Sabha
2334,Santiuse Kujur,Elected,"Saturday, June 15, 2013","Friday, June 14, 2019",First Term,Assam,,Indian National Congress,Male,Graduate,"B.A. (Honours) Educated at Dakua High School, Udalguri, Darrang College, Tezpur and Tangla College, Udalguri",46,53,0,194,95%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),75,1.1,302,79,57.8,0.8,273,84%,,Rajya Sabha
2335,Santosh Bagrodia,Elected,"Monday, July 5, 2004","Sunday, July 4, 2010",Third Term,Rajasthan,,Indian National Congress,Male,Graduate,"Graduate in Commerce Educated at St. Xavier's College, Calcutta",79,28,3,245,93%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),10.1,0.3,78,79,13.2,0.5,157,85%,,Rajya Sabha
2336,Sardar Sukh Dev Singh Dhindsa,Elected,"Sunday, April 10, 2016",In office,Third Term,Punjab,,Shiromani Akali Dal,Male,Graduate,"B.A. Educated at Guru Nanak School, Sangrur and Government Ranbir College, Sangrur, Punjab",83,64,1,452,70%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),122.9,2.2,539,79,110.2,1.7,550,82%,,Rajya Sabha
591488,Saroj Pandey,Elected,"Tuesday, April 3, 2018",In office,First Term,Chhattisgarh,,Bharatiya Janata Party,Female,Post Graduate,"M.Sc. (Child Development); Educated at Bhilai Mahila College (Pt. Ravishankar University, Raipur)",51,7,0,137,78%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),29.1,0.4,78,79,23.9,0,136,86%,,Rajya Sabha
2337,Sarojini Hembram,Elected,"Thursday, April 3, 2014",In office,First Term,Odisha,,Biju Janata Dal,Female,Post Graduate,"Post Graduate (Masters in Music) Educated at K.N.G. High School, Baripada and Utkal Sangeet Mahavidyalaya, Bhubaneswar",60,61,0,389,66%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),91,1.4,308,79,90.5,0.8,339,77%,,Rajya Sabha
2338,Sasikala Pushpa,Elected,"Thursday, April 3, 2014",In office,First Term,Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,Female,Post Graduate,"B.A. (English Literature), M.A. (Public Administration), Diploma in Business Administation Educated at University of Madras, Chennai and Southern Cross University, Singapore",43,27,3,521,73%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),91,1.4,308,79,133,0.8,441,75%,,Rajya Sabha
842291,Sasmit Patra,Elected,"Thursday, July 4, 2019",In office,First Term,Odisha,,Biju Janata Dal,Male,Information not available,Information not available,,65,3,47,100%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),18.3,0.3,31,79,28.6,0.6,26,77%,,Rajya Sabha
843286,Satish Chandra Dubey,Elected,"Wednesday, October 9, 2019",In office,First Term,Bihar,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Intermediate,44,0,0,0,40%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),8.6,0.2,17,79,10.1,0.1,7,79%,,Rajya Sabha
843541,Satish Chandra Dubey,Elected,"Wednesday, October 9, 2019",In office,First Term,,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Intermediate,44,0,0,0,80%,(Data corresponds to the period from 1 Jun 2009 to 22 Nov 2019.),1.9,0,3,79,3.2,0,1,81%,,Rajya Sabha
843600,Satish Chandra Dubey,Elected,"Wednesday, October 9, 2019",In office,First Term,,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Intermediate,44,0,0,0,44%,(Data corresponds to the period from 1 Jun 2009 to 28 Nov 2019.),3.6,0,7,79,4.2,0,2,80%,,Rajya Sabha
843602,Satish Chandra Dubey,Elected,"Wednesday, October 9, 2019",In office,First Term,Bihar,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Intermediate,44,0,0,0,44%,(Data corresponds to the period from 1 Jun 2009 to 28 Nov 2019.),3.6,0,7,79,4.2,0,2,80%,,Rajya Sabha
843703,Satish Chandra Dubey,Elected,"Wednesday, October 9, 2019",In office,First Term,,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Intermediate,44,0,0,0,29%,(Data corresponds to the period from 1 Jun 2009 to 5 Dec 2019.),6,0,11,78,7.5,0,4,79%,,Rajya Sabha
843705,Satish Chandra Dubey,Elected,"Wednesday, October 9, 2019",In office,First Term,Bihar,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Intermediate,44,0,0,0,29%,(Data corresponds to the period from 1 Jun 2009 to 5 Dec 2019.),6,0,11,78,7.5,0,4,79%,,Rajya Sabha
844427,Satish Chandra Dubey,Elected,"Wednesday, October 9, 2019",In office,First Term,Bihar,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Intermediate,44,0,0,0,37%,(Data corresponds to the period from 1 Jun 2009 to 12 Dec 2019.),8.5,0.2,16,79,10,0.1,7,79%,,Rajya Sabha
2339,Satish Chandra Misra,Elected,"Tuesday, July 5, 2016",In office,Third Term,Uttar Pradesh,,Bahujan Samaj Party,Male,Professional Graduate,"B.A., LL.B. Educated at Allahabad University and P.P.N. College, Kanpur University",67,166,0,4,81%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),121.1,2.1,524,79,139.5,1.8,438,82%,,Rajya Sabha
2340,Satish Kumar Sharma,Elected,"Monday, July 5, 2010","Monday, July 4, 2016",Third Term,Uttar Pradesh,,Indian National Congress,Male,Diploma Course,"Higher Secondary; Commercial Pilots Licence; Airline Transport Pilots Licence Educated at Mothers School, New Delhi; Hyderabad and Kansas City, U.S.A.",72,0,0,0,95%,"This MP has been re-elected/nominated. During his previous term, this MP was an elected representative from Uttarakhand; the term ended on 4th July, 2010. (Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.)",65.5,1.2,335,79,71.7,1.6,259,82%,,Rajya Sabha
2341,Satyanarayan Jatiya,Elected,"Thursday, April 10, 2014",In office,First Term,Madhya Pradesh,,Bharatiya Janata Party,Male,Doctorate,"B.Sc., M.A., LL.B., Ph.D. Educated at Vikram University, Ujjain (Madhya Pradesh)",73,94,0,530,100%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),91,1.4,308,79,74.7,0.7,306,84%,,Rajya Sabha
2342,Satyavrat Chaturvedi,Elected,"Monday, April 3, 2006","Monday, April 2, 2018",Second Term,Uttarakhand,,Indian National Congress,Male,Inter/ Higher Secondary,"Senior Cambridge Educated at Sainik School, Rewa (Madhya Pradesh)",69,64,0,447,90%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),102.1,2,523,79,116.5,2.4,666,89%,,Rajya Sabha
2343,Selja,Elected,"Thursday, April 10, 2014",In office,First Term,Haryana,,Indian National Congress,Female,Post Graduate,"M.A., M.Phil.; Educated at Convent of Jesus & Mary, New Delhi,; Graduation and Post-graduation from Panjab University, Chandigarh",57,88,2,314,90%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),91,1.4,308,79,55.9,0.5,221,86%,,Rajya Sabha
2344,Shadi Lal Batra,Elected,"Tuesday, August 4, 2009","Monday, April 2, 2018",Second Term,Haryana,,Indian National Congress,Male,Professional Graduate,"B.Com., LL.B. ; Educated at Vaish College, Rohtak, Haryana and Faculty of Law, University of Delhi, Delhi",79,35,10,414,93%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),98.4,1.9,501,79,55.4,2.3,359,86%,,Rajya Sabha
2345,Shambhuprasad Baldevdasji Tundiya,Elected,"Thursday, April 10, 2014",In office,First Term,Gujarat,,Bharatiya Janata Party,Male,Graduate,"B.A. Educated at Gujarat University, Ahmedabad, Gujarat",49,31,0,90,85%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),91,1.4,308,79,47.1,2.2,248,81%,,Rajya Sabha
2346,Shamsher Singh Dullo,Elected,"Sunday, April 10, 2016",In office,First Term,Punjab,,Indian National Congress,Male,Professional Graduate,"B.A., LLB.",71,46,0,100,88%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),60.7,0.9,201,79,48.4,0.7,232,82%,,Rajya Sabha
2347,Shamsher Singh Manhas,Elected,"Monday, February 23, 2015",In office,First Term,Jammu and Kashmir,,Bharatiya Janata Party,Male,Graduate,Information not available,59,20,0,78,95%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),79.9,1.2,268,79,66.4,0.3,59,83%,,Rajya Sabha
531849,Shanta Chhetri,Elected,"Saturday, August 19, 2017",In office,First Term,West Bengal,,All India Trinamool Congress,Female,Post Graduate,M.Com from North Bengal University,62,78,2,122,90%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),33.4,0.6,111,79,48.3,0.8,118,72%,,Rajya Sabha
2348,Shanta Kumar (RS),Elected,"Thursday, April 10, 2008","Wednesday, April 9, 2014",First Term,Himachal Pradesh,,Bharatiya Janata Party,Male,Professional Graduate,"B.A., LL.B. ; Educated at Panjab University and Delhi Law College, Delhi",85,35,0,86,83%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),40.3,1,293,79,38.3,0,276,89%,,Rajya Sabha
2349,Shantaram Laxman Naik,Elected,"Friday, July 29, 2005","Friday, July 28, 2017",Second Term,Goa,,Indian National Congress,Male,Professional Graduate,"B.A., LL.B. Educated at Smt. Parvatibai Chowgule College, Margao, Bombay University, Mumbai and Siddharth College of Law, Bombay University, Mumbai",73,211,31,695,90%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),95.4,1.9,482,79,211,31,695,90%,,Rajya Sabha
2350,Sharad Anantrao Joshi,Elected,"Monday, July 5, 2004","Sunday, July 4, 2010",First Term,Maharashtra,,Swtantra Bharat Paksh,Male,Post Graduate,"M. Com., Diplome d'informatique Educated at Sydenham College of Commerce & Economics, Mumbai and Institut de traitement d'information, Lausanne, Switzerland",84,20,0,43,96%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),10.1,0.3,78,79,10.6,0.1,89,75%,,Rajya Sabha
2351,Sharad Chandra Govindrao Pawar,Elected,"Thursday, April 3, 2014",In office,First Term,Maharashtra,,Nationalist Congress Party,Male,Graduate,B.Com.,79,20,0,0,74%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),91,1.4,308,79,79.3,4.5,454,75%,,Rajya Sabha
2352,Sharad Yadav,Elected,"Friday, June 13, 2014","Monday, December 4, 2017",Fourth Term,Bihar,,Janata Dal (United),Male,Graduate,"B.Sc., B.E. (Electrical); Educated at Robertson College and Jabalpur Engineering College, Jabalpur, Madhya Pradesh",72,192,0,0,86%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),57.4,0.9,197,79,85.8,0.1,124,79%,,Rajya Sabha
2353,Shashi Bhusan Behera,Elected,"Friday, July 2, 2010","Wednesday, May 28, 2014",First Term,Odisha,,Biju Janata Dal,Male,Graduate,"Graduate ; Educated at Ravenshaw College, Utkal University, Cuttack (Orissa)",66,43,0,10,90%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),30.2,0.7,215,79,43.6,0.5,185,77%,,Rajya Sabha
2354,Shiv Pratap Shukla,Elected,"Tuesday, July 5, 2016",In office,First Term,Uttar Pradesh,,Bharatiya Janata Party,Male,Professional Graduate,"LLB from Gorakhpur University, B.A. from Gorakhpur University",67,32,0,21,90%,"This MP was a minister from Sep 2017 to May 2019. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 11th Aug, 2017. (Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.)",44.5,0.7,115,79,52.7,0.2,106,82%,,Rajya Sabha
2355,Shivanand Tiwari,Elected,"Thursday, April 10, 2008","Wednesday, April 9, 2014",First Term,Bihar,,Janata Dal (United),Male,Under Graduate,,76,91,0,557,89%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),40.3,1,293,79,59.2,0.1,386,79%,,Rajya Sabha
2356,Shivpratap Singh,Elected,"Thursday, April 10, 2008","Wednesday, April 9, 2014",First Term,Chhattisgarh,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"Higher Secondary Educated at Government Senior Secondary School, Surajpur",77,7,0,44,56%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),40.3,1,293,79,27.5,0.6,399,86%,,Rajya Sabha
2357,Shivraj Patil,Elected,"Monday, July 5, 2004","Thursday, January 21, 2010",First Term,Maharashtra,,Indian National Congress,Male,Professional Post Graduate,"B.Sc., LL.B., LL.M. Educated at Osmania University, Hyderabad and Bombay University, Mumbai",84,1,0,0,91%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),7,0.2,50,79,7.5,0.1,55,75%,,Rajya Sabha
2358,Shobhana Bhartia,Nominated,"Thursday, February 16, 2006","Wednesday, February 15, 2012",First Term,,,Independent,Female,Graduate,"Senior Cambridge, B.A.(Hons.) Educated at Loreto House and Loreto College, Calcutta",62,11,1,590,84%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),22.2,0.6,171,79,9.4,0.1,70,74%,,Rajya Sabha
2359,Shreegopal Vyas,Elected,"Monday, April 3, 2006","Monday, April 2, 2012",First Term,Chhattisgarh,,Bharatiya Janata Party,Male,Professional Graduate,"B. E.(Hons.), LL.B. Educated at Saugar University, Jabalpur, Madhya Pradesh and Ravishankar Vishwavidyalaya, Raipur, Chattisgarh",87,79,3,533,99%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),24,0.6,182,79,23.9,0.6,278,86%,,Rajya Sabha
2360,Shriram Pal,Elected,"Friday, June 19, 2009","Wednesday, April 7, 2010",First Term,Uttar Pradesh,,Bahujan Samaj Party,Male,Information not available,Information not available,,2,0,0,51%,(Data corresponds to the period from 1 Jun 2009 to 12 Aug 2016.),9.6,0.3,77,79%,8.1,0.4,58,83%,,Rajya Sabha
601244,Shriram Pal,Elected,"Friday, June 19, 2009","Sunday, July 4, 2010",First Term,Uttar Pradesh,,Bahujan Samaj Party,Male,Information not available,Information not available,59,2,0,0,51%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),9.7,0.3,78,79,8.1,0.4,58,82%,,Rajya Sabha
518103,Shriram Pal,Elected,"Friday, June 19, 2009","Wednesday, April 7, 2010",First Term,Uttar Pradesh,,Bahujan Samaj Party,Male,Information not available,Information not available,,2,0,0,51%,(Data corresponds to the period from 1 Jun 2009 to 6 Apr 2018.),9.6,0.3,77,78%,7.8,0.4,56,80%,,Rajya Sabha
2361,Shwait Malik,Elected,"Sunday, April 10, 2016",In office,First Term,Punjab,,Bharatiya Janata Party,Male,Professional Graduate,B.E. Electronic and Electrical Communication,55,37,0,105,83%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),60.7,0.9,201,79,48.4,0.7,232,82%,,Rajya Sabha
2362,Shyam Benegal,Nominated,"Thursday, February 16, 2006","Wednesday, February 15, 2012",First Term,,,Independent,Male,Post Graduate,"M.A. (Economics) Educated at Nizam College, Osmania University, Hyderabad",85,3,0,4,74%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),22.2,0.6,171,79,9.4,0.1,70,74%,,Rajya Sabha
2363,Shyamal Chakraborty,Elected,"Thursday, April 3, 2008","Wednesday, April 2, 2014",First Term,West Bengal,,Communist Party of India (Marxist),Male,Graduate,"B. A. Educated at University of Calcutta, Kolkata",75,19,0,234,78%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),40.3,1,293,79,55.6,0.6,156,72%,,Rajya Sabha
2364,Silvius Condpan,Elected,"Saturday, April 3, 2004","Monday, October 10, 2011",Second Term,Assam,,Indian National Congress,Male,Professional Graduate,"B.A., LL.B. Educated at Don Bosco High School, Guwahati, B. Baruah College and Arya Vidyapeeth College, Gauhati University and Gauhati University Law College",81,16,0,39,85%,"This MP has been re-elected/nominated. During his previous term, this MP was an elected representative from Assam; the term ended on 2nd April, 2010. (Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.)",19.9,0.6,152,79,21.5,0.2,113,84%,,Rajya Sabha
2365,Sitaram Yechury,Elected,"Friday, August 19, 2005","Friday, August 18, 2017",Second Term,West Bengal,,Communist Party of India (Marxist),Male,Post Graduate,"B.A. (Hons.) in Economics, M.A. (Economics) Educated at President's Estate School, New Delhi, St. Stephen's College, New Delhi and Jawaharlal Nehru University, New Delhi",67,244,0,44,87%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),97.9,1.9,490,79,138.5,2.3,325,72%,,Rajya Sabha
2366,Smriti Zubin Irani (RS),Elected,"Thursday, August 18, 2011","Wednesday, May 22, 2019",Second Term,Gujarat,,Bharatiya Janata Party,Female,Graduate,"Educated at Holy Child Auxilium, Delhi and School of Correspondence and Continuing Education, University of Delhi, Delhi",43,51,0,340,73%,"This MP was appointed a minister in May 2014. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 21st Feb, 2014. (Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.)",21.9,0.4,152,79,24.6,0.9,212,81%,,Rajya Sabha
636301,Sonal Mansingh,Nominated,"Saturday, July 14, 2018",In office,First Term,,,Bharatiya Janata Party,Female,Doctorate,Information not available,75,19,0,3,69%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),29.1,0.4,75,79,22.4,0.5,34,74%,,Rajya Sabha
591485,Soumya Ranjan Patnaik,Elected,"Wednesday, April 4, 2018","Thursday, June 6, 2019",First Term,Odisha,,Biju Janata Dal,Male,Information not available,Information not available,67,0,0,0,63%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),7,0.1,39,79,4.7,0,24,77%,,Rajya Sabha
2367,Srinjoy Bose,Elected,"Thursday, August 18, 2011","Thursday, February 5, 2015",First Term,West Bengal,,All India Trinamool Congress,Male,Graduate,"B. Com. (Pass) Educated at Don Bosco, Kolkata and Calcutta University, Kolkata",43,2,0,0,41%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),33.1,0.6,192,79,43.3,0.5,91,72%,,Rajya Sabha
2368,Su. Thirunavukkarasar,Elected,"Wednesday, June 30, 2004","Monday, November 9, 2009",First Term,Madhya Pradesh,,Indian National Congress,Male,Post Graduate,"B.L., M.A. Educated at Madras Law College, Chennai (Tamil Nadu) and Venkateshwara University (Andhra Pradesh)",70,0,0,0,50%,"This MP was re-elected/nominated. During his previous term, he was affiliated with BJP; the term ended on 9th Nov, 2010. (Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.)",4.3,0.1,25,79,3.7,0,32,84%,,Rajya Sabha
2369,Subhash Chandra,Elected,"Tuesday, August 2, 2016",In office,First Term,Haryana,,Independent,Male,Matric,"Matriculation from C.A.V. High School Hisar, Haryana",68,5,0,10,55%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),52.2,0.9,180,79,39,0.5,129,86%,,Rajya Sabha
2370,Subhash Prasad Yadav,Elected,"Thursday, July 8, 2004","Wednesday, July 7, 2010",First Term,Bihar,,Rashtriya Janata Dal,Male,Graduate,"Graduate, Educated at Magadh University, Bodh Gaya (Bihar)",52,0,0,24,51%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),10.1,0.3,78,79,12.7,0,94,79%,,Rajya Sabha
591483,Subhasish Chakraborty,Elected,"Tuesday, April 3, 2018",In office,First Term,West Bengal,,All India Trinamool Congress,Male,Information not available,Information not available,61,33,0,0,44%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),29.1,0.4,78,79,42.3,0.5,81,72%,,Rajya Sabha
842453,Subrahmanyam Jaishankar Krishnaswamy,Elected,"Monday, July 8, 2019",In office,First Term,Gujarat,,Bharatiya Janata Party,Male,Information not available,Information not available,,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Rajya Sabha
2371,Subramanian Swamy,Nominated,"Monday, April 25, 2016",In office,Third Term,,,Bharatiya Janata Party,Male,Information not available,Information not available,80,25,2,54,92%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),60.7,0.9,201,79,34.4,0.8,72,74%,,Rajya Sabha
844428,Sudhanshu Trivedi,Elected,"Wednesday, October 9, 2019",In office,First Term,Uttar Pradesh,,Bharatiya Janata Party,Male,Information not available,Information not available,,4,0,0,100%,(Data corresponds to the period from 1 Jun 2009 to 12 Dec 2019.),8.5,0.2,16,79,8.2,0.1,14,82%,,Rajya Sabha
843542,Sudhanshu Trivedi,Elected,"Wednesday, October 9, 2019",In office,First Term,Uttar Pradesh,,Bharatiya Janata Party,Male,Information not available,Information not available,,4,0,0,100%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),8.6,0.2,17,79,8.2,0.1,15,82%,,Rajya Sabha
843601,Sudhanshu Trivedi,Elected,"Wednesday, October 9, 2019",In office,First Term,,,Bharatiya Janata Party,Male,Information not available,Information not available,,2,0,0,100%,(Data corresponds to the period from 1 Jun 2009 to 28 Nov 2019.),3.6,0,7,79,3.3,0,6,82%,,Rajya Sabha
843603,Sudhanshu Trivedi,Elected,"Wednesday, October 9, 2019",In office,First Term,Uttar Pradesh,,Bharatiya Janata Party,Male,Information not available,Information not available,,2,0,0,100%,(Data corresponds to the period from 1 Jun 2009 to 28 Nov 2019.),3.6,0,7,79,3.3,0,6,82%,,Rajya Sabha
843704,Sudhanshu Trivedi,Elected,"Wednesday, October 9, 2019",In office,First Term,,,Bharatiya Janata Party,Male,Information not available,Information not available,,3,0,0,100%,(Data corresponds to the period from 1 Jun 2009 to 5 Dec 2019.),6,0,11,78,5.5,0,10,82%,,Rajya Sabha
843706,Sudhanshu Trivedi,Elected,"Wednesday, October 9, 2019",In office,First Term,Uttar Pradesh,,Bharatiya Janata Party,Male,Information not available,Information not available,,3,0,0,100%,(Data corresponds to the period from 1 Jun 2009 to 5 Dec 2019.),6,0,11,78,5.5,0,10,82%,,Rajya Sabha
843285,Sudhanshu Trivedi,Elected,"Wednesday, October 9, 2019",In office,First Term,Uttar Pradesh,,Bharatiya Janata Party,Male,Information not available,Information not available,40,,,,,,,,,,,,,,,Rajya Sabha
2372,Sukhendu Sekhar Roy,Elected,"Saturday, August 19, 2017",In office,Second Term,West Bengal,,All India Trinamool Congress,Male,Post Graduate,"M.A., LL.B. Educated at Kalindri High School, Malda, St. Paul's College, Rabindra Bharati University and Calcutta University, Kolkata",70,279,4,250,86%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),112.9,1.8,460,79,159.3,2.8,347,72%,,Rajya Sabha
2373,Surendra Motilal Patel,Elected,"Friday, August 19, 2005","Thursday, August 18, 2011",First Term,Gujarat,,Bharatiya Janata Party,Male,Professional Graduate,"B.E. (Civil) Educated at Sardar Patel University, Vallabh Vidyanagar (Gujarat)",82,2,0,0,69%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),18.6,0.6,142,79,12.1,0,113,81%,,Rajya Sabha
2374,Surendra Singh Nagar,Elected,"Monday, September 16, 2019",In office,Second Term,Uttar Pradesh,,Bharatiya Janata Party,Male,Graduate,"B.Com; Educated at SSV (PG) College, Hapur, Ghaziabad, Uttar Pradesh",54,72,0,283,87%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),54.8,0.9,188,79,67.1,0.2,179,82%,,Rajya Sabha
2375,Suresh Gopi,Nominated,"Friday, April 29, 2016",In office,First Term,,,Bharatiya Janata Party,Male,Information not available,Information not available,60,25,0,4,76%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),60,0.9,198,79,34.1,0.8,72,74%,,Rajya Sabha
2376,Suryakantbhai Acharya,Elected,"Friday, August 19, 2005","Monday, December 21, 2009",First Term,Gujarat,,Bharatiya Janata Party,Male,Professional Graduate,"B.A., B.Com., LL.B. Educated at M.P.Shah College and Shamaldas College, Gujarat University, Bhavnagar and Dharmendra College, Gujarat University, Rajkot",90,0,0,0,57%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),6.9,0.2,50,79,3.7,0,32,81%,,Rajya Sabha
531838,Sushil Kumar Gupta,Elected,"Sunday, January 28, 2018",In office,First Term,Delhi,,Aam Aadmi Party,Male,Doctorate,Information not available,53,78,0,139,93%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),30.6,0.5,99,79,79.7,0.7,134,93%,,Rajya Sabha
2377,Sushila Tiriya,Elected,"Tuesday, April 4, 2006","Tuesday, April 3, 2012",Second Term,Odisha,,Indian National Congress,Female,Professional Graduate,"B.A., C.T., B.Ed. Educated at Karanjia College, Karanjia (Utkal University)",63,29,0,159,84%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),24,0.6,182,79,34.9,0,174,77%,,Rajya Sabha
2378,Swapan Dasgupta,Nominated,"Tuesday, April 26, 2016",In office,First Term,,,Independent,Male,Information not available,Information not available,64,37,0,0,91%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),60.7,0.9,200,79,34.4,0.8,72,74%,,Rajya Sabha
2379,Swapan Sadhan Bose,Elected,"Friday, August 19, 2005","Thursday, August 18, 2011",First Term,West Bengal,,All India Trinamool Congress,Male,Professional Graduate,"B. Com., LL.B. Educated at St. Xavier's College, University of Calcutta",71,1,0,0,19%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),18.6,0.6,142,79,27.9,0.4,97,72%,,Rajya Sabha
