Title,Date,Participants,Ref.Keywords
"Discussion on the motion for consideration of the Academy of Scientific and Innovative Research Bill, 2010 (Discussion not concluded).",23-03-2011,"Bansal Shri Pawan Kumar,Ering Shri Ninong,Kumar Shri Shailendra,Singh Shri Vijay Bahadur,Haque Shri Sk. Saidul,Mahtab Shri Bhartruhari,Panda Shri Prabodh,Joshi Dr. Murli Manohar","Agricultural Sector,Education,Higher Education,Intellectual Property,Manpower Planning,Patents,Quality Standards,Research and Development,Science and Technology,Scientific Research,Universities,Research Institutions,Job Opportunities,CSIR"
"Introduction of the Banking Laws (Amendment) Bill, 2011. ",22-03-2011,Mukherjee Shri Pranab,
"Introduction of the Constitution (One Hundred and Fifteenth Amendment) Bill, 2011. ",22-03-2011,Mukherjee Shri Pranab,
"Discussion on the motion to consider the Finance Bill, 2011 moved by Shri Pranab Mukherjee (Motion Adopted and Bill Passed). ",22-03-2011,"Mukherjee Shri Pranab,Rao Shri Kavuri Samba Siva,Devegowda Shri H.D.,Kumar Shri Shailendra,Pandey Shri Gorakh Nath,Bandyopadhyay Shri Sudip,Das Shri Khagen,Mahtab Shri Bhartruhari,Das Shri Bhakta Charan,Agarwal Shri Jai Prakash,Majumdar Shri Prasanta Kumar,Singh Chaudhary Lal,Singh Dr. Raghuvansh Prasad,Vundavalli Shri Aruna Kumar,Naik Dr. Sanjeev Ganesh,Chauhan Shri Dara Singh,Sharma Shri Madan Lal,Yadav Shri Om Prakash,Sardinha Shri Francisco,Mukherjee Shri Pranab","Black Market,Black Money,Education,Employment Opportunities,Excise Duty,Foreign Exchange,Hoarding,Income Tax,Indira Awaas Yojana,Inflation,Irrigation,Pension Schemes,Primary Health Centres,Public Health,Rural Electrification,Sanitation,Sericulture,Silk,Social Security,Subsidies,Tax Exemption,Textile Industry,Widows,Public Distribution System (PDS),Corruption,Remunerative Prices,Anganwadi,Customs Duty,Insurance Schemes,MPLADS,Minimum Support Prices (MSP),Import Duty,Loan Waiving,Readymade Garments,Foodgrains,Food Security,Service Tax,Wholesale Price Index,Centrally Sponsored Schemes,Below Poverty Line,Inter-linking of rivers,Weavers Welfare Measures,Sarva Shiksha Abhiyan,Tax Levy,Unique Identification Number(UIN),Carpet Industry,Mahatma Gandhi National Rural Employment Guarantee Act (MNREGA),Direct Tax Code (DTC),Goods and Services Tax (GST)"
"Introduction and passing of the <span style=""mso-spacerun: yes""> </span><span style=''mso-bidi-font-weight:bold''>National Capital Territory of Delhi Laws </span>(Special Provisions) Bill, 2011. ",18-03-2011,Kamal Nath Shri ,
"Introduction and passing of the </span><span lang=EN-GB style=''font-size:13.0pt;font-family:AryanUnicode;mso-ansi-language: EN-GB''>Appropriation (No.2) Bill, 2011. ",17-03-2011,Mukherjee Shri Pranab,
"Introduction and passing of the Appropriation Bill, 2011. ",11/3/2011,Mukherjee Shri Pranab,
"Introduction and passing of the Appropriation (Railways) Bill, 2011. ",7/3/2011,Banerjee Kumari Mamata,
"Introduction and passing of the </span><span style=''font-size: 13.0pt;font-family:AryanUnicode''>Appropriation (Railways) No. 2 Bill, 2011. ",7/3/2011,Banerjee Kumari Mamata,
"Discussion on the Repatriation of Prisoners (Amendment) Bill, 2010.(Bill Passed)",1/3/2011,"Chidambaram Shri Palaniappan,Meghwal Shri Arjun Ram ,Sharma Shri Madan Lal,Kumar Shri Shailendra,Pandey Shri Gorakh Nath,Singh Shri Sushil Kumar,Panda Shri Prabodh,Singh Dr. Raghuvansh Prasad,Mahtab Shri Bhartruhari,Kumar Shri P.,Chauhan Shri Mahendrasinh P.,Singh Chaudhary Lal,Basheer Shri E. T. Muhammed,Naranbhai Shri Kachhadia,Mandal Shri Mangani Lal,Chidambaram Shri Palaniappan","Fishermen,Foreign Countries,Gulf Countries,Indian,Jammu & Kashmir,Manual,Military,Pakistan,Prisoners,Refugees,Rehabilitation,Sri Lanka,Treaties,Wages,Criminals,Soldiers,Basic Amenities,Jails"
"Discussion on the State Bank of India (Subsidiary Banks) Amendment Bill, 2010.(Bill Passed)",1/3/2011,"Meena Shri Namo Narain,Kumar Shri Shailendra,Mahajan Smt. Sumitra,Rao Shri Kavuri Samba Siva,Mandal Shri Mangani Lal,Bauri Smt. Susmita,Mahtab Shri Bhartruhari,Singh Shri Vijay Bahadur,Semmalai Shri S. ,Singh Dr. Raghuvansh Prasad,Meghwal Shri Arjun Ram ,Ramasubbu Shri S.S.,Naranbhai Shri Kachhadia,Sharma Shri Jagdish,Ramkishun Shri ,Meena Shri Namo Narain","Assets,Bank Accounts,Employment,Liability,Mergers,Pension,Property Acquisition,RBI,Retirement,Security Measures,State Bank Of Indore,Turnover,Non-Performing Assets,Service Conditions"
"Introduction of the Finance Bill, 2011. ",28-02-2011,Mukherjee Shri Pranab,
"Introduction of the Protection of Women Against Sexual Harassment at Workplace Bill, 2010. ",7/12/2010,Tirath Smt. Krishna,
"Introduction of the </span><span style=''font-size:13.0pt;font-family:AryanUnicode''>Forward Contracts (Regulation) Amendment Bill, 2010. ",6/12/2010,Thomas Prof. K.V.,
"Introduction and passing of the Appropriation (Railways) No. 5 Bill, 2010. ",2/12/2010,Banerjee Kumari Mamata,
"Introduction and passing of the A</span><span style=''font-size:13.0pt;font-family:AryanUnicode''>ppropriation (Railways) No. 6 Bill, 2010. ",2/12/2010,Banerjee Kumari Mamata,
"Introduction of the Judicial Standards and Accountability Bill, 2010. ",1/12/2010,Moily Shri M. Veerappa ,
"Introduction and passing of the Appropriation (No. 5) Bill, 2010. ",1/12/2010,Mukherjee Shri Pranab,
"Introduction and passing of the Appropriation (No. 6) Bill, 2010. ",1/12/2010,Mukherjee Shri Pranab,
"Introduction of the State Bank of India (Subsidiary Banks) Amendment Bill, 2010. ",19-11-2010,Mukherjee Shri Pranab,
"Presentation of the Multi-State Co-operative Societies (Amendment) Bill, 2010. ",15-11-2010,Thomas Prof. K.V.,
"Withdrawn of the Enemy Property (Amendment and Validation) Bill, 2010. ",15-11-2010,Chidambaram Shri Palaniappan,
"Introduction of the Enemy Property (Amendment and Validation) Second Bill, 2010. ",15-11-2010,Chidambaram Shri Palaniappan,
"Combined discussion on motion for consideration of the Orissa (Alteration of Name) Bill, 2010 and Constitution (One Hundred and Thirteenth Amendment) Bill, 2010 (Amendment of Eighth Schedule) (Bills Passed). ",9/11/2010,"Chidambaram Shri Palaniappan,Das Shri Bhakta Charan,Mahtab Shri Bhartruhari,Kumar Shri Shailendra,Baske Shri Pulin Bihar,Singh Dr. Raghuvansh Prasad,Satpathy Shri Tathagata,Patasani Dr. (Prof.) Prasanna Kumar,Chidambaram Shri Palaniappan","Nomenclature,Translation,Culture,Odisha"
"Discussion on the motion for consideration of the Indian Medicine Central Council (Amendment) Bill, 2010, as passed by Rajya Sabha. ",31-08-2010,"Azad Shri Ghulam Nabi,Sushant Dr. Rajan,Chacko Shri P.C.,Kumar Shri Shailendra,Singh Shri Vijay Bahadur,Solanki Dr. Kirit Premjibhai,Bajwa Shri Partap Singh,Mandal Shri Mangani Lal,Rai Shri Prem Das,Punia Shri P.L. ,De Dr. Ratna,Semmalai Shri S. ,Patel Smt. Jayshreeben,Mandal Dr. Tarun,Bhoi Shri Sanjay,Jeyadural Shri S. R.,Khaire Shri Chandrakant Bhaurao,Meghwal Shri Arjun Ram ,Singh Dr. Raghuvansh Prasad,Pradhan Shri Amarnath,Majumdar Shri Prasanta Kumar,Rane Dr. Nilesh Narayan,Baske Shri Pulin Bihar,Mahtab Shri Bhartruhari,Ahir Shri Hansraj Gangaram,Taviad Dr. Prabha Kishore,Azad Shri Ghulam Nabi","Ayurveda,Financial Aid,Health Facilities,Homoeopathy,Hospitals,Medical Council of India,Medical Education,Medical Facilities,Medical Systems,Medicinal Plants,Naturopathy,Primary Health Centres,Registration,Siddha,Tax Exemption,Unani,Universities,Allopathic Medicine,Medical Practice,AYUSH,Yoga Education,Sowa Rigpa"
"Discussion on the motion for consideration of the Representation of The People (Amendment) Bill, 2010 as passed by Rajya Sabha. ",31-08-2010,"Lalu Prasad Shri ,Yadav Shri Mulayam Singh,Punia Shri P.L. ,Sushant Dr. Rajan,De Dr. Ratna,Pandey Shri Gorakh Nath,Venugopal Shri K. C.,Meghwal Shri Arjun Ram ,Semmalai Shri S. ,Roy Shri Arjun,Elangovan Shri T.K.S.,Jindal Shri Naveen,Karunakaran Shri P.,Moily Shri M. Veerappa ,Singh Alias Pappu Singh Shri Uday,Thomas Shri P. T.,Singh Shri Ratan,Mahtab Shri Bhartruhari,Antony Shri Anto,Patil Shri A.T. Nana,Basheer Shri E. T. Muhammed,Pal Shri Jagdambika,Ramasubbu Shri S.S.,Naik Dr. Sanjeev Ganesh,Moily Shri M. Veerappa ","Citizenship,Election Commission,Elections,Electoral Reforms,Electoral Rolls,Fundamental Rights,Migrant Workers,Non-Resident Indians (NRIs),Electronic Voting Machines,Postal Ballot,Voters List,Voting Rights,Unique Identification Number(UIN)"
"Introduction of the </span><span lang=EN-GB style=''font-size:13.0pt; mso-bidi-font-size:15.0pt;font-family:AryanUnicode;mso-ansi-language:EN-GB''>Dam Safety Bill, 2010. ",30-08-2010,Bansal Shri Pawan Kumar,
"Introduction of the Institutes of Technology (Amendment) Bill, 2010. ",30-08-2010,Purandeswari Smt. Daggubati,
"Introduction of the Direct Taxes Code, 2010. ",30-08-2010,Mukherjee Shri Pranab,
"Deferrement of the Enemy Property (Amendment and Validation Bill, 2010;<span style=""mso-spacerun: yes"">  </span>Orissa (Alteration of Name) Bill, 2010 and the<span style=""mso-spacerun: yes"">  </span>Constitution(One Hundred and Thirteenth Amendment) Bill, 2010 (Amendment of Eighth Schedule) . ",30-08-2010,"Chidambaram Shri Palaniappan,Swaraj Smt. Sushma,Singh Dr. Raghuvansh Prasad,Chidambaram Shri Palaniappan,Advani Shri Lal Krishna","Amendments,Nomenclature,Inquiry"
"Discussion on the motion for consideratin of the Foreign Contribution (Regulation) Bill, 2010 (Bill passed). ",27-08-2010,"Maken Shri Ajay,Dubey Shri Nishikant ,Thomas Shri P. T.,Kumar Shri Shailendra,Bali Ram Dr. ,Mandal Shri Mangani Lal,De Dr. Ratna,Thamaraiselvan Shri R.,Sampath Shri Anirudhan,Ray Shri Rudramadhab ,Singh Dr. Raghuvansh Prasad,Panda Shri Prabodh,Majumdar Shri Prasanta Kumar,Punia Shri P.L. ,Singh Shri Dhananjay ,Rai Shri Prem Das,Maken Shri Ajay","Auditing,Banning,Communal Clashes,Educational Institutions,Foreign Contributions,Foreign Missionaries,National Security,Punishment,Terrorism,Unlawful Activities,Internal Security,Corruption,Monitoring,Reserve Bank of India (RBI),Non-Governmental Organisations (NGO),Inquiry,Charitable Institutions,Misuse,Naxalism,Money Laundering,Foreign Funding,Fake Agencies"
"Discussion on the motion for consideration of the </span><span style=''font-size:13.0pt;font-family:AryanUnicode''>Salary, Allowances and Pension of Members of Parliament (Amendment) Bill, 2010 (Bill Passed). ",27-08-2010,"Bansal Shri Pawan Kumar,Advani Shri Lal Krishna,Dome Dr. Ram Chandra,Nirupam Shri Sanjay Brijkishorilal ,Kumar Shri Shailendra,Singh Shri Dhananjay ,Yadav Shri Sharad,Misra Shri Pinaki,Singh Dr. Raghuvansh Prasad,Sivaprasad Shri Naramalli,Bwiswmuthiary Shri Sansuma Khunggur,Bansal Shri Pawan Kumar","Dearness Allowance(DA),Facilities,Gross Domestic Product,Members of Parliament,Pay Commission,Pension Schemes,MPLADS,Allowances,Salary,Consumer Price Index"
"Discussion on the motion for consideration of the </span><span lang=EN-GB style=''font-size:13.0pt; font-family:AryanUnicode;mso-ansi-language:EN-GB''>Enemy Property (Amendment and Validation) Bill, 2010 (Discussion not concluded). ",27-08-2010,Maken Shri Ajay,
"Introduction of the Public Interest Disclosure and Protection </span><span lang=EN-GB style=''font-size:13.0pt;font-family:AryanUnicode;mso-ansi-language: EN-GB;mso-bidi-font-weight:bold''>to Persons Making the Disclosures Bill, 2010. ",26-08-2010,Chavan Shri Prithviraj,
"Discussion on the motion for consideration of the Nalanda University Bill, 2010 as passed by Rajya Sabha (Bill Passed). ",26-08-2010,"Preneet Kaur Smt. ,Hussain Shri Syed Shahnawaz,Vyas Dr.(Kum.) Girija,Kumar Shri Shailendra,Bali Ram Dr. ,Kumar Shri Kaushalendra,Haque Shri Sk. Saidul,Satpathy Shri Tathagata,Semmalai Shri S. ,Singh Shri Jagada Nand,Mahato Shri Narahari,Singh Shri Bhola,Haque Shri Mohammad Asrarul,Singh Dr. Raghuvansh Prasad,Majumdar Shri Prasanta Kumar,Mandal Dr. Tarun,Rai Shri Prem Das,Yadav Shri Om Prakash,Bwiswmuthiary Shri Sansuma Khunggur,Preneet Kaur Smt. ","Buddhism,Capitation Fee,Education,Educational Systems,Facilities,Higher Education,Jainism,Land Acquisition,Non-profit Organizations,Universities,Culture,Public Private Partnership (PPP),Nalanda University,Ancient India,Vedic System of Education"
"Discussion on the motion for consideration of the Educational Tribunal Bill, 2010 (Bill Passed). ",26-08-2010,"Sibal Shri Kapil,Joshi Dr. Murli Manohar,Dikshit Shri Sandeep,Kumar Shri Shailendra,Singh Shri Vijay Bahadur,Mandal Shri Mangani Lal,J Helen Davidson,Biju Shri P. K.,Jena Shri Mohan,Naik Dr. Sanjeev Ganesh,Sugumar Shri K. ,Tarai Shri Bibhu Prasad,Singh Dr. Raghuvansh Prasad,Rao Shri Kavuri Samba Siva,Majumdar Shri Prasanta Kumar,Mandal Dr. Tarun,Sibal Shri Kapil","Capitation Fee,Education,Educational Institutions,Educational Systems,Higher Education,Political Aspects,Private Investments,Quality Of Education,Universities,Literacy Rate,Privatisation,Disputes,Fraudulant Practices,Sarva Shiksha Abhiyan,Public Private Partnership (PPP),National Eligibility Test(NET),Educational Malpractices,Educational Tribunal,Central Administrative Tribunal (CAT) ,National Policy on Education"
"Introduction of the Arms (Amendment) Bill, 2010. ",25-08-2010,Chidambaram Shri Palaniappan,
"Introduction of the Constitution (One Hundred and Fourteenth Amendment) Bill, 2010 (Amendment of Articles 217 and 224). ",25-08-2010,Moily Shri M. Veerappa ,
"Introduction of the Salary, Allowances and Pension of Members of Parliament (Amendment) Bill, 2010 . ",25-08-2010,Bansal Shri Pawan Kumar,
"Discussion on the motion for consideration of the Civil Liability For Nuclear Damage Bill, 2010 (Bill Passed). ",25-08-2010,"Chavan Shri Prithviraj,Singh Shri Jaswant,Tewari Shri Manish,Kumar Shri Shailendra,Singh Shri Dhananjay ,Yadav Shri Sharad,Bandyopadhyay Shri Sudip,Elangovan Shri T.K.S.,Acharia Shri Basudeb,Mahtab Shri Bhartruhari,Adhalrao Patil Shri Shivaji,Sule Supriya ,Thambidurai Shri M.,Rao Shri Nama Nageswara,Das Gupta Shri Gurudas,Singh Dr. Manmohan,Badal Harsimrat Kaur,Singh Dr. Raghuvansh Prasad,Mahato Shri Narahari,Majumdar Shri Prasanta Kumar,Rai Shri Prem Das,Mandal Dr. Tarun,Chavan Shri Prithviraj","Atomic Energy,Environmental Pollution,Environmental Protection,Foreign Policy,Industrial Accidents,Insurance Claim,International Relations,Land Acquisition,Non-proliferation Treaty,Nuclear Energy,Nuclear Fuel,Nuclear Policy,Nuclear Power Plants,Nuclear Reactors,Power Generation,Safety Measures,Security Measures,Uranium,International Atomic Energy Agency(IAEA),Compensations,Comprehensive Test Ban Treaty (CTBT),Production Cost,Global Warming,Awareness Programme,Energy Security,Nuclear Supplier Group,Nuclear Agreement,Nuclear Technology,Nuclear Programme"
"Discussion on the motion for consideration of the </span><span style=''font-size:13.0pt;font-family:AryanUnicode''>Personal Laws (Amendment) Bill, 2010. ",21-08-2010,"Moily Shri M. Veerappa ,Sahu Shri Chandulal Chandu Bhaiya,Vyas Dr.(Kum.) Girija,Kumar Shri Shailendra,Bali Ram Dr. ,Sethi Shri Arjun Charan,Elangovan Shri T.K.S.,Semmalai Shri S. ,Naik Dr. Sanjeev Ganesh,Singh Dr. Raghuvansh Prasad,Majumdar Shri Prasanta Kumar,Moily Shri M. Veerappa ","Atrocities,Child Adoption,Child Marriage,Land Reforms,Remuneration,Social Evils,Social Justice,Widows,Women Welfare,Women's Rights,Compensations,Women's Reservation Bill,Women Empowerment,Gender Discrimination,Marriage Registration"
"Discussion on the motion to consider Mines and Minerals (Development and Regulation) Amendment Bill, 2010 (Bill Passed). ",21-08-2010,"Jaiswal Shri Shriprakash,Ahir Shri Hansraj Gangaram,Deo Shri V. Kishore Chandra S.,Kumar Shri Shailendra,Bali Ram Dr. ,Haque Shri Sk. Saidul,Mahtab Shri Bhartruhari,Joshi Shri Pralhad Venkatesh,Chowdhury Shri Adhir Ranjan,Yadav Shri Sharad,Singh Dr. Raghuvansh Prasad,Mishra Shri Govind Prasad,Jaiswal Shri Shriprakash","Banning,Coal Mining,Coal Reserves,Coking Coal,Employment Opportunities,Environmental Protection,Export Restrictions,Health Hazards,Iron Ore,Land Acquisition,Mineral Exploration,Nationalization,Natural Resources,Power Generation,Rehabilitation,Royalties,Unlawful Activities,Licensing Policy,Transparency,Mafia,Monitoring,Privatisation,Employment Generation,Tribal Welfare,Steel Authority of India Limited (SAIL),Mining Policy"
"Motion for consideration of the Amendments made by Rajya Sabha to the Trade Marks (Amendment) Bill, 2009 (Motion Adopted). ",20-08-2010,Sharma Shri Anand,
"Introduction of the Appropriation (Railways) No.4 Bill, 2010 (Bill Passed). ",19-08-2010,Banerjee Kumari Mamata,
"Discussion on the motion for consideration of the Essential Commodities (Amendment) Bill, 2010 (Bill Passed). ",17-08-2010,"Thomas Prof. K.V.,Chowdhury Shri Adhir Ranjan,Agarwal Shri Rajendra,Kumar Shri Shailendra,Ray Shri Rudramadhab ,Rajbhar Shri Ramashankar,Rajesh Shri M. B.,Anandan Shri M.,Panda Shri Prabodh,Singh Dr. Raghuvansh Prasad,Majumdar Shri Prasanta Kumar,Shetti Shri Raju,Mandal Dr. Tarun,Thomas Prof. K.V.","Agro-industry,Black Market,Forward Trade,Hoarding,Sugarcane,Sugar Industry,Remunerative Prices,Price Rise,Minimum Support Prices (MSP),Sugar Mills,Unorganised Sector,Emergency Services Maintenance Act (ESMA),Sugarcane Growers,Export,Crop Procurement,Agricultural Loan"
"Discussion on the motion for consideration of the Jharkhand Panchayat Raj (Amendment) Bill, 2010 (Bill Passed). ",17-08-2010,"Joshi Dr. C. P.,Pandey Shri Ravindra Kumar,Singh Shri Vijay Bahadur,Kumar Shri Shailendra,Bauri Smt. Susmita,Singh Dr. Raghuvansh Prasad,Majumdar Shri Prasanta Kumar,Sethi Shri Arjun Charan,Joshi Dr. C. P.,Dubey Shri Nishikant ","Elections,Employment Opportunities,Panchayat System,Reservation Policy,Panchayati Raj,Corruption,Scheduled Castes (SCs),Scheduled Tribes (STs),Inquiry,Women Empowerment,Unemployed Youth,Welfare Measures,Naxalism,National Rural Employment Guarantee Act (NREGA),Women's Reservation"
"Introduction of the Repatriation of Prisoners (Amendment) Bill, 2010. ",16-08-2010,Maken Shri Ajay,
"Discussion on the Code of Criminal Procedure (Amendment) Bill, 2010. (Discussion concluded and Bill passed).<o:p> ",12/8/2010,"Chidambaram Shri Palaniappan,Dubey Shri Nishikant ,Bahuguna Shri Vijay,Kumar Shri Shailendra,Pandey Shri Gorakh Nath,Banerjee Shri Kalyan,Thamaraiselvan Shri R.,Rajesh Shri M. B.,Mahtab Shri Bhartruhari,Sushant Dr. Rajan,Sayeed Muhammed Hamdulla A. B. ,Panda Shri Prabodh,Majumdar Shri Prasanta Kumar,Mandal Dr. Tarun,Chidambaram Shri Palaniappan","Arrest,Cases Pending,Information Recording,Manpower Needs,Police Atrocities,Police Stations,Training Workshops,Undertrials,Villages,Modernisation,Criminal Investigation,Court Judgements,First Information Report (FIR),Criminal Procedure Code,Trial Courts,Appeals,Misuse,Bail"
"Introduction of the Jharkhand Panchayat Raj (Amendment) Bill, 2010. ",12/8/2010,Joshi Dr. C. P.,
"Discussion on the Foreign Trade (Development and Regulation) Amendment Bill, 2010 as passed by Rajya Sabha (Discussion concluded and Bill passed).</span><span lang=EN-GB style=''font-size:13.0pt;mso-ansi-language:EN-GB''><o:p> ",12/8/2010,"Sharma Shri Anand,Meghwal Shri Arjun Ram ,Nirupam Shri Sanjay Brijkishorilal ,Kumar Shri Shailendra,Singh Shri Vijay Bahadur,De Dr. Ratna,Deo Shri Kalikesh Narayan Singh,Panda Shri Prabodh,Natarajan Shri P.R.,Singh Dr. Raghuvansh Prasad,Punia Shri P.L. ,Majumdar Shri Prasanta Kumar,Semmalai Shri S. ,Thomas Shri P. T.,Sharma Shri Anand","Agricultural Products,Arbitration,Enforcement & Vigilance Cell,Export Promotion,Foreign Trade,Free Trade Area,Import Restrictions,Licensing,Manpower Needs,Marketing,Palm Oil,Plastics,RBI,Safety Measures,Service Industry,Subsidies,Tax Raids,Technology,Trade Agreements,Weapons,Exim Policy,Suspension,World Trade Organisation (WTO),Intellectural Property Rights,Customs Duty,Inquiry,Hazardous Industry,Anti-Dumping Duty,Quantitative Restrictions"
"Discussion on the motion for consideration of the Industrial Disputes (Amendment) Bill, 2010, moved by Mallikarjun Kharge, as passed by Rajya Sabha (Bill Passed). ",10/8/2010,"Kharge Shri Mallikarjun ,Ghatowar Shri Paban Singh,Virendra Kumar Shri ,Kumar Shri Shailendra,Thamaraiselvan Shri R.,Singh Shri Dhananjay ,Natarajan Shri P.R.,Adsul Shri Anandrao Vithoba,Sethi Shri Arjun Charan,Sivasami Shri C.,Panda Shri Prabodh,Ahir Shri Hansraj Gangaram,Pal Shri Jagdambika,Majumdar Shri Prasanta Kumar,Kora Shri Madhu ,Anuragi Shri Ghansyam ,Meghwal Shri Arjun Ram ,Chowdhury Shri Adhir Ranjan,Kharge Shri Mallikarjun ","Beedi Industry,Coal Mining,Contract Labour,ESI,Facilities,Grievances Cell,Industrial Sector,Industrial Workers,Labour Courts,Labour Laws,Medical Treatment,Ports,Provident Fund,Safety Measures,Security Measures,Social Justice,Trade Unions,Wages,Compensations,Court Judgements,Service Conditions,Central Industrial Tribunal,Unorganised Sector,Pending Cases,Industrial Disputes,Salary,Special Economic Zones"
"Introduction of the </span><span style=''font-size:13.0pt; font-family:AryanUnicode;mso-bidi-font-weight:bold''>Essential Commodities (Amendment) Bill, 2010. ",9/8/2010,Thomas Prof. K.V.,
"Further discussion on the motion for consideration of the New Delhi Municipal Council (Amendment) Bill,<span style=""mso-spacerun: yes"">  </span>2010 moved by Shri Mullappally Ramachandran on the 6th August, 2010. (Discussion Not Concluded). ",9/8/2010,Azad Shri Kirti (Jha),"Nomination,Voting Rights"
"Discussion on the New Delhi Municipal Council (Amendment) Bill, 2010. (Not Concluded).<o:p> ",6/8/2010,"Mullappally Shri Ramachandran,Azad Shri Kirti (Jha)","Composition,Delhi,Delimitation of Constituencies,MP(s),State Legislatures"
"Introduction of the Jharkhand Appropriation Bill, 2010. (Bill passed)</span><span lang=EN-GB style=''font-size:13.0pt;mso-ansi-language:EN-GB''><o:p> ",6/8/2010,Meena Shri Namo Narain,
"Introduction of the Indian Medical Council (Amendment) Bill, 2010. ",5/8/2010,Azad Shri Ghulam Nabi,
"Introduction and passing of the Appropriation (No. 4) Bill, 2010. ",5/8/2010,Mukherjee Shri Pranab,
"Introduction of the New Delhi Municipal Council (NDMC) (Amendment) Bill, 2010. ",3/8/2010,Mullappally Shri Ramachandran,
"Introduction of the Enemy Property (Amendment and Validation) Bill, 2010. ",2/8/2010,Maken Shri Ajay,
"Discussion on the motion for consideration of the State Bank of India (Amendment) Bill, 2010 (Bill Passed). ",2/8/2010,"Mukherjee Shri Pranab,Dubey Shri Nishikant ,Das Shri Bhakta Charan,Kumar Shri Shailendra,Pandey Shri Gorakh Nath,Mandal Shri Mangani Lal,Sampath Shri Anirudhan,Mahtab Shri Bhartruhari,Adsul Shri Anandrao Vithoba,Semmalai Shri S. ,Panda Shri Prabodh,Singh Dr. Raghuvansh Prasad,Ramasubbu Shri S.S.,Majumdar Shri Prasanta Kumar,Mukherjee Shri Pranab","Bank Branches,Banking Systems,Bonds,Capital Market,Foreign Banks,Recruitment,Shareholders,Globalisation,Privatisation,Equity Share,Self Employment,Self-help Groups,Nationalized Bank,National Rural Employment Guarantee Act (NREGA),Banking Facilities,Banking Sector"
"Introduction of the Academy of Scientific and Innovative Research Bill, 2010. ",30-07-2010,Chavan Shri Prithviraj,Research and Development
"Introduction of the Securities and Insurance Laws (Amendment and Validation) Bill, 2010. ",27-07-2010,Mukherjee Shri Pranab,
"Introduction of the Civil Liability for Nuclear Damage Bill, 2010. ",7/5/2010,"Chavan Shri Prithviraj,Acharia Shri Basudeb,Mukherjee Shri Pranab,Joshi Dr. Murli Manohar,Das Gupta Shri Gurudas,Dome Dr. Ram Chandra,Sinha Shri Yashwant,Swaraj Smt. Sushma,Mukherjee Shri Pranab","Fundamental Rights,Health Hazards,Compensations,legislative Competence,Environmental Laws"
"Discussion on the motion to consider the Wakf (Amendment) Bill, 2010 (Bill Passed). ",7/5/2010,"Khurshid Shri Salman,Hussain Shri Syed Shahnawaz,Haque Shri Mohammad Asrarul,Hassan Dr. Monazir ,Kumar Shri Shailendra,Haque Shri Sk. Saidul,Panda Shri Prabodh,Sethi Shri Arjun Charan,Lalu Prasad Shri ,Shariq Shri Sharifuddin,Ajmal Shri Badruddin,Singh Shri Vijay Bahadur,Basheer Shri E. T. Muhammed,Khurshid Shri Salman,Sayeed Muhammed Hamdulla A. B. ","Central Wakf Council,Financial Aid,Minorities,Mosque,Muslims,Wakf Board,Wakf Property,Land Encroachment,Illegal Activities,Misuse,Punishments"
"Discussion on the Tamil Nadu Legislative Council Bill, 2010, moved by Shri M. Veerappa Moily (Bill Passed). ",6/5/2010,"Moily Shri M. Veerappa ,Baalu Thiru Thalikkottai Rajuthevar,Hussain Shri Syed Shahnawaz,Chitthan Shri N.S.V.,Kumar Shri Shailendra,Mandal Shri Mangani Lal,Biju Shri P. K.,Mahtab Shri Bhartruhari,Thambidurai Shri M.,Nagorao Shri Dudhgaonkar Ganeshrao,Lalu Prasad Shri ,Yadav Shri Mulayam Singh,Lingam Shri P.,Shariq Shri Sharifuddin,Bwiswmuthiary Shri Sansuma Khunggur,Moily Shri M. Veerappa ","Political Parties,Public Opinion,Representation"
"Discussion on the Plantations Labour <span style=""mso-spacerun: yes""> </span>(Amendment) Bill, 2010 as passed by Rajya Sabha and moved by Shri Harish Rawat (Bill Passed). ",6/5/2010,"Rawat Shri Harish Chandra Singh,Chakravarty Smt. Bijoya,Ghatowar Shri Paban Singh,Kumar Shri Shailendra,Roy Shri Mahendra Kumar,Tirkey Shri Manohar,Basheer Shri E. T. Muhammed,Pandey Shri Ravindra Kumar,Thomas Shri P. T.,Rawat Shri Harish Chandra Singh","Accidents,Child Labour,Children,Coffee,Compensation,Complaints,Educational Facilities,Employers,Health Facilities,Labour Welfare,Liability,Medical Facilities,Occupational Safety,Pesticides,Rehabilitation,Rubber,Safety Measures,Tea,Wages,Compensations,Welfare Schemes,Penalty"
"Discussion on the motion for consideration of the Prevention of Torture Bill, 2010 moved by Shri P. Chidambaram (Bill Passed). ",6/5/2010,"Chidambaram Shri Palaniappan,Meghwal Shri Arjun Ram ,Tharoor Shri Shashi,Kumar Shri Shailendra,Sampath Shri Anirudhan,Mahtab Shri Bhartruhari,Punia Shri P.L. ,Majumdar Shri Prasanta Kumar,Bwiswmuthiary Shri Sansuma Khunggur,Chidambaram Shri Palaniappan","Human Rights,Indian Evidence Act,Indian Penal Code,Law and Order,Police Atrocities,Compensations,First Information Report (FIR),Custodial Deaths,Punishments,Fake Encounters,Police reforms"
